timestamp,​0x42869A8455671C419BdCD1905f4966E6D305f216,​0x64aBC5b10C77d93BE5038E7b4965D2F0D8279127,​0xB958a8f59AC6145851729F73c7A6968311d8B633,​0xA250621c41A4A81F1852977049C943B49C6BaaBD,​0x3f3981046071A639EfAd5752F8312E7E0Ef00838,​0x00CeD7a739e418008eEaeA4b566F022A58033d87,​0x0A7EAEE9d588C0af4eAC758c3bd6b1E69e4d8f3B,​0x000000001e29fcd9B1469a7954DC65ff254FFfC0,​0xDBfCa6b7fF1a2c5F7ddEbDb06572F5E402B2CC80,​0x7DD3e1c555f15bDA63c77C19D721382000c67106,​0xA2345C7DB212Ab9c478B1C206fB9b14C0E7c11C7,​0xDE04086bABf2E92F9fae4153894756a393A89cfD,​0x398da2455431a5de959b25aeF85BAdcA5e394313,​0x82da82DBe384736e4Dd95615D8036Cc472773F5A,​0x6Bce8F3E4A929a7f817E07d125De53E881154c25,​0x4c7256CF27A29992a752BD710a859F6542D63546,​0x2Ad77B6ee8CfBfA52c0cc6EF9D04FC2Ab9D06C12,​0x06eCac531640502F253a6Ea6C470c7De1B51E32C,​0xB3d8aB962cbA81b923d9F4dCb56864e1D0E20a4E,​0x82D5CBe057F17BF58c728829C7AEd242Fe5B4623,​0xB9A8dEae8115C7d7B8AED2CE4610C54e023E964F,​0xda521f6DE82BbC4B99978AE778088763C48A6aCa,​0x22F347150369B91A5B071CDde6AB5c4Ac76F4632,​0xb9bc87e399E371100F83ffC51ED44c13DAF576cE,​0x1b25Cd78c96e5d311D322D93f59fEA85d9E45d1B,​0x133D93566f9699B3Af46fE150daA8a67a9563ED6,​0x72200574ce62Be6b9a3C36a0d63aA9F07102b4AF,​0x2fcC020F72E5d2EdD2a24D04f3Dc90D7fDFbD1DD,​0x978aAD63FE35F7A72573c411C3dfF53608AaeaC9,​0xc59d941D3493fe196F048fCA96C2503d4c365391,​0x8A0AF4A60AB015A2489C9E512F66cFA22CC89951,​0x99ef7D7AB77Ba043d036eB8D039c76978b78CA80,​0xe981E60f1C6B3BFcf83139A21f84dEbd471cc55B,​0xb146907392eD12031F7715B0376833E3f7C5b98c,​0xe3C64C12aadE620973a6e157eDEAc7d0dcd157e4,​0x470B9a1CA1f44a472b146db3c08EC738F5239524,​0xbC5DAe1121b8A600927e087ADfdA96565d4A4B35,​0xe8EfCF0ff27e9D2150598273716914096d22c246,​0x4dA2e85D64bEcE663CCaB06E89B970b6b077f22F,​0x0087C5900B9Bbc051B5F6299f5bCE92383273B28,​0x395d48020EF5e29168706e16258db6c6c4D7d317,​0xDA9e4c69AFE23b689eba329CE6abd49Cb574A290,​0xe45B587f0a351188225EfBc96295CA718fEb8bA1,​0x0f16a8557df61daCf3C6Be21a41a72D2a848B854,​0x2a1530C4C41db0B0b2bB646CB5Eb1A67b7158667,​0x9927A3BF777Fc74d7879319e46C51681DABa4bf3,​0xd1D4C33e18181a131239F4235B5c356A2b4747F8,​0x50af627e6b8Fc889B0Ffd8812198E87c78330557,​0x09cabEC1eAd1c0Ba254B09efb3EE13841712bE14,​0xdE62947329085292a28EC4B694f637ea259dAAD0,​0x0DC411b17d337Af85D83eA5A3577D09132Aae866,​0x8e4Fb9Bb9dc27CFd7f4396aA669e21B1A0b54705,​0x8bCE57b7B84218397FFB6ceFaE99F4792Ee8161d,​0x630db35A7Dfcf53a56551aFC86281959525A1f04,​0x268e4bb7A9E0CDE4BFc2d840ADE104c55025627D,​0x9BA6F2851c8Afe6be654fbd4C3dC7e9E64cfFE53,​0xa96dbFd3Ef810dd8D13c330a3881E7e9C2aEb6dd,​0xF63246f4dF508EBa748DF25DAA8bd96816a668Ba,​0x5c5b40855fc364b797c1F539F7Eb39cDC94a8a91,​0xbbC448eD7Dd2F9234a4221CE8279889d93902DE2,​0x074976a8D5F07dA5DADa1Eb248AD369a764bB373,​0xe1c58E66FfB39A99cCCB97c05Af60E6Ab5A7dFd3,​0x63DF7d9D7795883d56cA290f94aba8a6AA4F6f22,​0xDEf2825451D74faE9bbD675096a8E145e82F0ff5,​0xC2b977Be48d23F5fE810d94F03fBCD1FBCD9f1Ed,​0x8F5aAfdE2f96238e88403a9aF533F7D0440309f4,​0x297E625054F2bB2413D955435b390542fD60Cca8,​0x288025c2f4edBa0F4C52F7d1Ad7B24337f702b11,​0xffE865dCD9588683a4E0b2322441e71407DA3f18,​0x0c7800054E62d473B3bF7ed185BE55Ebd87b3d24,​0x31fA3643F5CEF78C1790d494d7E3F2a59E2ad0c4,​0x00a183fdBEBcE39cc1065b14B1015Cea3B40b651,​0x05DF130ED6611BeF407be37ACe7E669E260Dc0A8,​0x26E068650ae54b6c1b149e1B926634b07e137b9F,​0x07C9CeEee50cFc50f4283e8F0b18a207C2bc4A0d,​0x542032e0d1e4e9Ef26480f1B97D8b962Ec5BeB04,​0x787b4b7FFEf8edDaD54F311039aCF4c36FEC9593,​0x4d15d199772fFB191E8DDF13437Ce05e0035DF1A,​0x397d34604F2b2227F4fb0bFEC2e48D4E85C5aA67,​0xF44B52C11b1c800722E8fDF4aa7F3076339E73c4,​0x46188f0bB4928E3d851Ec8E70CFEd58f17C7D2C8,​0xe810f906b25Fb4C1b0821Bfe6d61F31Ba6879d32,​0xA8Cc687E981e9cB29E5BAEf75062A39430C8D334,​0x006004fFA18E3cf78fA3b50393ec44C1ab89cF6c,​0x54bc3fE4E8C377246aCd5b4c25705c1b4324e859,​0x058E81d2193fB3200f2740d0395F8561cB89e009,​0x8E949B62a177452f5B327B539eAA63802a3ab6A4,​0xBAc675C310721717Cd4A37F6cbeA1F081b1C2a07,​0x7Fcf6fB4Df8b6728490927ac19693aCBB417D528,​0x4F532e0ae9954A85E5396F3E8d1876556317bFBA,​0xa568785f84ca6ea2b41d271dCC614B9c0bC61Ffd,​0x21d84C39BA00dFa4470d5E8F6F80fB72A4D1Ba40,​0x745DAA146934B27e3f0b6bff1a6e36b9B90fb131,​0x85C5c26DC2aF5546341Fc1988B9d178148b4838B,​0x107B8C8a12f24f6bfec6aB480B4C843291e1575e,​0x4ef2Ab73EF2214EBeba6f087A8DcF89731504301,​0xdb0FA209f856c8798F1adb6f1554639c28248577,​0x0ef936F2FC7E140E84872dD83f7A969ABEE64db8,​0xa1B15C25e3B594FBE791233488aA7607420Cf9E8,​0x85b34DaF22e6c84733FC10051d0c8b9E7A0caB45,​0xaBa7616b43F7EC88a603b0e2e46C4639206CF297,​0x6d1b731Ce6e88bd41b22BaB615860C2b67b6C877,​0xBDd74e67f0f5729b3eAD8e9C231e739A281fa153,​0xF625BB4BE421261De6371879e91b2242c98F912C,​0x97deC872013f6B5fB443861090ad931542878126,​0xc64D280cb3d9D7ef4533539Abef48C5e0fCd3A01,​0x70B8753DFC2095d6Df00806cD820c5c73CcB44f7,​0x3a68541b411C7feE1328347250AE12f41bDf5021,​0xef764BAC8a438E7E498c2E5fcCf0f174c3E3F8dB,​0xBA333F8ff556bF35D38E102a98dAF1c5F6d9D708,​0xd6e371526cdaeE04cd8AF225D42e37Bc14688D9E,​0x51940F5F8eB0bf150eDD0Bc00067d8DAbDB16BD6,​0x421E56cA6E4B03350188CEc58d053B427245665d,​0xdA56a88175D4c8707C51DF845f838cF3fE070870,​0xE227CDb4F2DBb8624c0e5EB562Bb7EB60157Af77,​0xe1723E41058cb01859E9826022a390DC68a9AB71,Other
1570021093000,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,,,,,,,,,,,1.82,,,,,,,,,,,,,,,,,,,,0.08
1570088581000,,,,,,,,,,,,,,,,,,,,,,,,,,,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,4.90
1570156245000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.90,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50
1570223512000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,,,,,,,,,,,3.66,,,,,,,,,,,,,,,,,,,,10.07
1570290984000,,,,,,3.19,,,,,,,,,,,,,,,,,,,,,0.50,,,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,3.70,,,,,,,,,,,,,,,,,,,,,,,1.82,,,,,,,,,,,,,,,,,,,,0.74
1570358020000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.45
1570424401000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,,,,1.11,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.77
1570492273000,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75
1570560314000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86,,,,,,,,,,,,,,,,,,,,0.02
1570628456000,,,,,,,,,,,,,,,,,,,,,,,,,,,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,,7.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
1570696365000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53
1570764407000,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.64,,,,,,,,,,,,,,,,,,,,
1570832121000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.38
1570900657000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20
1570967603000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18
1571036079000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.00,,,,,,,,,,,,,,11.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.70
1571103316000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83,,,,,,,,,,,,,,,,,,,,
1571171084000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,1.84,,,,,,,,,,,,,,,,,,,,
1571307873000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,3.70,,,,,,,,,,,,,,4.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30
1571376291000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.76,,,,,,,3.68,,,,,,,,,,,,,,,,,,,,
1571444011000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.95,,,,,,,,,,,,,,,,,,,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,4.69
1571512073000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87,,,,,,,1.86,,,,,,,,,,,,,,,,,,,,
1571579975000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
1571648150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.74,,,,,,,5.67,,,,,,,,,,,,,,,,,9.87,,,0.00
1571716619000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,7.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.50,,,,1.51
1571783991000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
1571851268000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05
1571920923000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97
1571990353000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,8.75,,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,5.66
1572060724000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
1572198558000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11
1572267917000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07
1572337649000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13
1572406531000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02
1572476793000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.49
1572546064000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27
1572615810000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.46,,,,1.64
1572684939000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22
1572754262000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.00,,,,5.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.99,,,,5.28,,,5.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03
1572822749000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38
1572962724000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.89,,,,,0.01
1573031855000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,5.58,,,,,,,,,,,,,,,,,,,,,,,,1.55,,,,,,,,,,,,,5.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.01,,,,,0.10
1573101222000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.60,,,,,,,,,,,,,,,,,,,,,,,,,,9.93,,,
1573171451000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.65,,,,,,,,,,,,,,,,,,,,,,,,1.13,,,,,,,,,,,,,5.62,,,,,,,,,,,,,,,,,2.74,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,0.02
1573240765000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.83,,,10.37
1573311556000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.02,,,,,
1573455245000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.02,,,,,0.58
1573527153000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,1.93
1573598526000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.02,,,,,
1573670409000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00
1573742983000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.02,,,,,
1573814675000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.02,,,,,1.17
1573886613000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.02,,,,,0.02
1573958177000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06
1574030120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.02,,,,,2.04
1574102523000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.02,,,,,0.05
1574175364000,,,,,,,,,,,,,,,,,,,,,,,,,1.76,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.02,,,,,
1574248216000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.02,,,,,1.00
1574319702000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.09,,,,9.69,,,,,,,0.01,,,,,,,,,,,5.00,,,,,,,,,,,,0.10,,,5.04,,,21.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,180.54,,,,,8.84
1574390894000,,,,,,9.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.37,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,0.04,,,4.29,,,,,,,,,1.00,,,,,,,,8.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.93
1574463158000,,,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.95
1574534614000,,,,,,,,,,,,,,,,,,,,,0.06,,,,1.00,,,,,,,,,,,,,,,,,,,,0.02,,,,0.06,,,,,,,,,4.00,,,,,,,,,,0.05,,,,,,3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.10,,,,,0.21
1574606767000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.00,,,,,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,,,,,,,,,,,,,,,,,1.59
1574677937000,,,,,,,,,,,,,,,,,,,,,,,,,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574753753000,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68,,,,,,,,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,0.50
1574829912000,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574906610000,,,,,,,,,,,,,,,,,,,,,,,,,,13.44,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,8.76,,,
1574982967000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.58,,,,,,,,,,,0.03,,,,,,,,,,,,,4.62,,,,,,,,,,,,,4.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,0.00
1575059347000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.24,,,
1575136068000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.82
1575212493000,,,,,,5.83,,,,,,,,,,,,,,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.71,,,,,,,,,,,,,,,,,0.03,,,,,,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,5.51
1575288653000,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
1575366165000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,0.03
1575442393000,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
1575519604000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.90,,,,,,,,,,,,0.05
1575596839000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02
1575673602000,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575749392000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.04
